RowID,Original Row information,Date,Party,Location,Speaker,SpeakerInfo,Question,Topic,Discourse w/names,Discourse w/o names
517,113,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7,Candidates weigh in on healthcare,"HOLT: –Vice President Biden, your time is–","–Vice President Biden, your time is–"
518,114,6/27/2019,Democrat,"Miami, Florida",BIDEN,Candidate,7,Candidates weigh in on healthcare,BIDEN: –Takes down Obama Care and any republican who wants to get rid of it.,–Takes down Obama Care and any republican who wants to get rid of it.
519,115,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7,Candidates weigh in on healthcare,"HOLT: Let me–let me turn to Senator Sanders. Senator Sanders, you have basically–you basically want to scrap the private health insurance system as we know it and replace it with a government run plan. None of the states that have tried something like that, California, Vermont, New York has struggled with it, have been successful. If politicians can’t make it work in those states how would you implement it on a national level. How does this work?","Let me–let me turn to Senator Sanders. Senator Sanders, you have basically–you basically want to scrap the private health insurance system as we know it and replace it with a government run plan. None of the states that have tried something like that, California, Vermont, New York has struggled with it, have been successful. If politicians can’t make it work in those states how would you implement it on a national level. How does this work?"
520,116,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,7,Candidates weigh in on healthcare,"SANDERS: Lester, I find it hard to believe that every other major country on earth, including my neighbor 50 miles north of me, Canada, somehow has figured out a way to provide healthcare to every man, woman and child, and in most cases they’re spending 50 percent per capita of what we are spending. Let’s be clear, let us be very clear the function of healthcare today from the insurance and drug company perspective is not to provide quality care to all in a cost effective way. The function of the healthcare system today is to make billions in profits for the insurance companies. And, last year, if you could believe it, while we paid the highest prices in the world for prescription drugs and I will lower prescription drug prices in half in this country, top ten companies made $69 billion in profit. They will spend 100’s of millions of dollars lying to the American people telling us why we cannot have a–","Lester, I find it hard to believe that every other major country on earth, including my neighbor 50 miles north of me, Canada, somehow has figured out a way to provide healthcare to every man, woman and child, and in most cases they’re spending 50 percent per capita of what we are spending. Let’s be clear, let us be very clear the function of healthcare today from the insurance and drug company perspective is not to provide quality care to all in a cost effective way. The function of the healthcare system today is to make billions in profits for the insurance companies. And, last year, if you could believe it, while we paid the highest prices in the world for prescription drugs and I will lower prescription drug prices in half in this country, top ten companies made $69 billion in profit. They will spend 100’s of millions of dollars lying to the American people telling us why we cannot have a–"
521,117,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7,Candidates weigh in on healthcare,HOLT: –Senator–,–Senator–
522,118,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,7,Candidates weigh in on healthcare,SANDERS: –Medicare for All.,–Medicare for All.
523,119,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7,Candidates weigh in on healthcare,"HOLT: I just have to follow up there, how do you implement it on a national level.","I just have to follow up there, how do you implement it on a national level."
524,120,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,7,Candidates weigh in on healthcare,SANDERS: I’m sorry?,I’m sorry?
525,121,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7,Candidates weigh in on healthcare,HOLT: How do you implement it on a national level given the fact that it’s not succeeded in other states that have tried?,How do you implement it on a national level given the fact that it’s not succeeded in other states that have tried?
526,122,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,7,Candidates weigh in on healthcare,"SANDERS: I will tell you how we’ll do it. We’ll do it the way real change has always taken place, whether it was the labor movement, the civil rights movement or the women’s movement.","I will tell you how we’ll do it. We’ll do it the way real change has always taken place, whether it was the labor movement, the civil rights movement or the women’s movement."
527,123,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,7,Candidates weigh in on healthcare,"SANDERS: We will have Medicare for all when tens of millions of people are prepared to stand up and tell the insurance companies and the drug companies that their day is gone, that healthcare is a human right, not something to make huge profits off of.","We will have Medicare for all when tens of millions of people are prepared to stand up and tell the insurance companies and the drug companies that their day is gone, that healthcare is a human right, not something to make huge profits off of."
528,124,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7,Candidates weigh in on healthcare,HOLT: All right. Ms. Williamson–Ms. Williamson this is a question for you.,All right. Ms. Williamson–Ms. Williamson this is a question for you.
529,125,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7,Candidates weigh in on healthcare,"HOLT: Excuse me, excuse me. I am addressing the question to Ms. Williamson. We have been talking a lot about access to health insurance but for many Americans their most pressing concern is the high cost of healthcare. How would you lower the cost of prescription drugs?","Excuse me, excuse me. I am addressing the question to Ms. Williamson. We have been talking a lot about access to health insurance but for many Americans their most pressing concern is the high cost of healthcare. How would you lower the cost of prescription drugs?"
530,126,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,7,Candidates weigh in on healthcare,"WILLIAMSON: Well, first of all the government should never have made the deal with the big farm at that they couldn’t negotiate; that was just part of the regular corruption by which multinational corporations have their way with us. You know I wanted to say that while I agree with–I–I’m with Senator Bennet and others but I agree with almost everything here I will tell you one thing it’s really nice if we got all these plans but if you think we are going to beat Donald Trump by just having all of these plans you’ve got another thing coming because he didn’t when by saying he had a plan. He won by simply saying make America great again. We’ve got to get deeper than just the superficial fixes as important as they are. Even if we are just talking about the superficial fixes ladies and gentlemen we don’t have a health care system in the United States, we have a sickness care system in the United States. We just wait until somebody gets sick and then we talk about who’s going to pay for the treatment and how they are going to be treated. What we need to talk about is why so many Americans have unnecessary chronic illnesses so many more compared to other countries and that gets back into not just the big Pharma, not just health insurance companies, it has to do with chemical policies, it has to do with environmental policies–","Well, first of all the government should never have made the deal with the big farm at that they couldn’t negotiate; that was just part of the regular corruption by which multinational corporations have their way with us. You know I wanted to say that while I agree with–I–I’m with Senator Bennet and others but I agree with almost everything here I will tell you one thing it’s really nice if we got all these plans but if you think we are going to beat Donald Trump by just having all of these plans you’ve got another thing coming because he didn’t when by saying he had a plan. He won by simply saying make America great again. We’ve got to get deeper than just the superficial fixes as important as they are. Even if we are just talking about the superficial fixes ladies and gentlemen we don’t have a health care system in the United States, we have a sickness care system in the United States. We just wait until somebody gets sick and then we talk about who’s going to pay for the treatment and how they are going to be treated. What we need to talk about is why so many Americans have unnecessary chronic illnesses so many more compared to other countries and that gets back into not just the big Pharma, not just health insurance companies, it has to do with chemical policies, it has to do with environmental policies–"
531,127,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7,Candidates weigh in on healthcare,"HOLT: All right, Ms. Williamson your time–","All right, Ms. Williamson your time–"
532,128,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,7,Candidates weigh in on healthcare,WILLIAMSON: –it has to do with food policies– It has to do with drug policies.,–it has to do with food policies– It has to do with drug policies.
533,129,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7,Candidates weigh in on healthcare,HOLT: Thank you.,Thank you.
534,130,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,7,Candidates weigh in on healthcare,WILLIAMSON: It even has to do with environmental policies.,It even has to do with environmental policies.
535,131,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7,Candidates weigh in on healthcare,"HOLT: Thank you. Senator–Senator Bennet, a question for you do you want to keep a system that we have in place with Obamacare and build on it? You mentioned that a moment ago. Is that enough to get us to universal coverage?","Thank you. Senator–Senator Bennet, a question for you do you want to keep a system that we have in place with Obamacare and build on it? You mentioned that a moment ago. Is that enough to get us to universal coverage?"
536,132,6/27/2019,Democrat,"Miami, Florida",BENNET,Candidate,7,Candidates weigh in on healthcare,"BENNET: I believe that will get us the quickest way there and I bought the vice president was very moving about this and Mayor Pete as well. I had prostate cancer recently as you may know and that is why I was a little late getting in the race these same week my kid had her appendectomy out and I feel very strongly that families ought to be able to have this choice. I think that is what the American people want. I believe it will get us there quickly. There are millions of people in America that do not have health insurance today because they can’t–they are too wealthy. Wealthy? They make too much money to be on Medicaid, they can’t afford health insurance. When Senator Sanders says that Canada is single payer, there are 35 million people in Canada. There are 330 million people in the United States easily the number of people on a public option. It could easily be 35 million and for them it would be Medicare for all as mayor Buttigieg says but for others that want to keep it they should be able to keep it. And I think that will be the fastest way to get where we need to go. Also I will say Bernie is a very honest person. He has said over and over again unlike others that have supported this legislation over and over again that this will band making it illegal all insurance except cosmetic, except insurance for I guess that’s where plastic surgery. Everything else is banned under the Medicare for all proposal–","I believe that will get us the quickest way there and I bought the vice president was very moving about this and Mayor Pete as well. I had prostate cancer recently as you may know and that is why I was a little late getting in the race these same week my kid had her appendectomy out and I feel very strongly that families ought to be able to have this choice. I think that is what the American people want. I believe it will get us there quickly. There are millions of people in America that do not have health insurance today because they can’t–they are too wealthy. Wealthy? They make too much money to be on Medicaid, they can’t afford health insurance. When Senator Sanders says that Canada is single payer, there are 35 million people in Canada. There are 330 million people in the United States easily the number of people on a public option. It could easily be 35 million and for them it would be Medicare for all as mayor Buttigieg says but for others that want to keep it they should be able to keep it. And I think that will be the fastest way to get where we need to go. Also I will say Bernie is a very honest person. He has said over and over again unlike others that have supported this legislation over and over again that this will band making it illegal all insurance except cosmetic, except insurance for I guess that’s where plastic surgery. Everything else is banned under the Medicare for all proposal–"
537,133,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7,Candidates weigh in on healthcare,HOLT: I–I let–I let you go a little long there but I want–but obviously Senator Sanders you have got a response.,I–I let–I let you go a little long there but I want–but obviously Senator Sanders you have got a response.
538,134,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,7,Candidates weigh in on healthcare,HARRIS: I would like to add a point here.,I would like to add a point here.
539,135,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7,Candidates weigh in on healthcare,HOLT: Senator Sanders (INAUDIBLE).,Senator Sanders (INAUDIBLE).
540,136,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,7,Candidates weigh in on healthcare,"SANDERS: Just very briefly you know Mike, Medicare is the most popular–","Just very briefly you know Mike, Medicare is the most popular–"
541,137,6/27/2019,Democrat,"Miami, Florida",BENNET,Candidate,7,Candidates weigh in on healthcare,BENNET: I agree.,I agree.
542,138,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,7,Candidates weigh in on healthcare,"SANDERS: — Health insurance program in the country. People don’t like their private insurance companies, they like their doctors and hospitals. Under our plan people go to any doctor they want, any hospital they want. We will substantially lower the cost of healthcare in this country because we will stop the greed of the insurance companies and the drug companies.","— Health insurance program in the country. People don’t like their private insurance companies, they like their doctors and hospitals. Under our plan people go to any doctor they want, any hospital they want. We will substantially lower the cost of healthcare in this country because we will stop the greed of the insurance companies and the drug companies."
543,139,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,7,Candidates weigh in on healthcare,HARRIS: On this issue–on this issue we have to think about how this affects real people–,On this issue–on this issue we have to think about how this affects real people–
544,140,6/27/2019,Democrat,"Miami, Florida",(UNKNOWN),Candidate,7,Candidates weigh in on healthcare,"UNKNOWN: (INAUDIBLE) lifetime, (INAUDIBLE) for all and today–","(INAUDIBLE) lifetime, (INAUDIBLE) for all and today–"
545,141,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,7,Candidates weigh in on healthcare,"HARRIS: The reality of how this affects real people is captured in a story that many of us heard and I will para–paraphrase there is in the unite–America a parent who is seeing that their child has a temperature that is out of control, calls 911 what should I do and they say take the child to the emergency room and so they get in their car and they drive and there sitting in the parking lot outside of the emergency room looking at those sliding glass doors while they have the hand on the four head of their child knowing that if they walk through those sliding glass doors even though they have insurance they will be out 5000 deductible–$5000 deductible when they walk through those doors.","The reality of how this affects real people is captured in a story that many of us heard and I will para–paraphrase there is in the unite–America a parent who is seeing that their child has a temperature that is out of control, calls 911 what should I do and they say take the child to the emergency room and so they get in their car and they drive and there sitting in the parking lot outside of the emergency room looking at those sliding glass doors while they have the hand on the four head of their child knowing that if they walk through those sliding glass doors even though they have insurance they will be out 5000 deductible–$5000 deductible when they walk through those doors."
546,142,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7,Candidates weigh in on healthcare,"HOLT: Senator, Senator–","Senator, Senator–"
547,143,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,7,Candidates weigh in on healthcare,HARRIS: That is what insurance companies are doing in America today.,That is what insurance companies are doing in America today.
548,144,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7,Candidates weigh in on healthcare,GUTHRIE: We’re going to continue this discussion–,We’re going to continue this discussion–
549,145,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,7,Candidates weigh in on healthcare,SWALWELL: –I’m one of those parents–,–I’m one of those parents–
550,146,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7,Candidates weigh in on healthcare,GUTHRIE: I wanted to put it in–,I wanted to put it in–
551,147,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7,Candidates weigh in on healthcare,"GUTHRIE: Candidates, please.","Candidates, please."
552,148,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,7,Candidates weigh in on healthcare,SWALWELL: I’m one of those parents. I was just in the emergency room with my eight month old–,I’m one of those parents. I was just in the emergency room with my eight month old–
553,149,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7,Candidates weigh in on healthcare,"GUTHRIE: –Candidates, please–","–Candidates, please–"
554,150,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,7,Candidates weigh in on healthcare,SWALWELL: –I’m one of those parents. I was just in the emergency room. And I’m telling you–,–I’m one of those parents. I was just in the emergency room. And I’m telling you–
555,151,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7,Candidates weigh in on healthcare,"GUTHRIE: –Congressman, thank you–","–Congressman, thank you–"
556,152,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,7,Candidates weigh in on healthcare,SWALWELL: –We fight health insurance companies every single week.,–We fight health insurance companies every single week.
557,153,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7,Candidates weigh in on healthcare,GUTHRIE: Thank you.,Thank you.
558,154,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,7,Candidates weigh in on healthcare,"SWALWELL: We stand in line and pay expensive prescription drugs. We have to have a healthcare guarantee. If you’re sick, you’re seen it. And in America, you never go broke because of it.","We stand in line and pay expensive prescription drugs. We have to have a healthcare guarantee. If you’re sick, you’re seen it. And in America, you never go broke because of it."
559,155,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7,Candidates weigh in on healthcare,GUTHRIE: Okay.,Okay.
560,156,6/27/2019,Democrat,"Miami, Florida",GILLIBRAND,Candidate,7,Candidates weigh in on healthcare,GILLIBRAND: With all due respect–,With all due respect–
561,157,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7,Candidates weigh in on healthcare,GUTHRIE: –A lot of you have been talking tonight about these government healthcare plans that you proposed in one form or another. This is a show of hands question. And hold them up for a moment so people can see. Raise your hand if–if your government plan would provide coverage for undocumented immigrants.,–A lot of you have been talking tonight about these government healthcare plans that you proposed in one form or another. This is a show of hands question. And hold them up for a moment so people can see. Raise your hand if–if your government plan would provide coverage for undocumented immigrants.
562,158,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7,Candidates weigh in on healthcare,"GUTHRIE: Okay. Let me start with you, Mayor Buttigieg. Why? Mayor Buttigieg, why?","Okay. Let me start with you, Mayor Buttigieg. Why? Mayor Buttigieg, why?"
563,159,6/27/2019,Democrat,"Miami, Florida",BUTTIGIEG,Candidate,7,Candidates weigh in on healthcare,"BUTTIGIEG: Because our country is healthier when everybody is healthier. And remember, we’re talking about something people are getting a–given a chance to buy into. In the same way that there are undocumented immigrants in my community who pay, they pay sales taxes, they pay property taxes directly or indirectly. This is not about a handout. This is an insurance program. And we do ourselves no favor by having 11 million undocumented people in our country be unable to access healthcare. But of course, the real problem is we shouldn’t have 11 million undocumented people with no pathway to citizenship. It makes no sense. And the American people– The American people agree on what to do. This is the crazy thing. If leadership consists of–of forming a consensus around a divisive issue, this White House has divided us around a consensus issue. The American people want a pathway to citizenship. They wanted protections for Dreamers. We need to clean up the lawful immigration system, like how my father immigrated to this country. And as part of a compromise, we can do whatever commonsense measures are needed at the border.","Because our country is healthier when everybody is healthier. And remember, we’re talking about something people are getting a–given a chance to buy into. In the same way that there are undocumented immigrants in my community who pay, they pay sales taxes, they pay property taxes directly or indirectly. This is not about a handout. This is an insurance program. And we do ourselves no favor by having 11 million undocumented people in our country be unable to access healthcare. But of course, the real problem is we shouldn’t have 11 million undocumented people with no pathway to citizenship. It makes no sense. And the American people– The American people agree on what to do. This is the crazy thing. If leadership consists of–of forming a consensus around a divisive issue, this White House has divided us around a consensus issue. The American people want a pathway to citizenship. They wanted protections for Dreamers. We need to clean up the lawful immigration system, like how my father immigrated to this country. And as part of a compromise, we can do whatever commonsense measures are needed at the border."
564,160,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7,Candidates weigh in on healthcare,GUTHRIE: Mayor–,Mayor–
565,161,6/27/2019,Democrat,"Miami, Florida",BUTTIGIEG,Candidate,7,Candidates weigh in on healthcare,BUTTIGIEG: –But Washington can’t deliver on something the American people want. What does that tell you about the system we’re living in? It tells you it needs profound–,–But Washington can’t deliver on something the American people want. What does that tell you about the system we’re living in? It tells you it needs profound–
566,162,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7,Candidates weigh in on healthcare,"GUTHRIE: –Mayor, thank you–","–Mayor, thank you–"
567,163,6/27/2019,Democrat,"Miami, Florida",BUTTIGIEG,Candidate,7,Candidates weigh in on healthcare,BUTTIGIEG: –Structural reform.,–Structural reform.
568,164,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7,Candidates weigh in on healthcare,"GUTHRIE: Vice President Biden, I believe you said that your– Health care plan would not cover undocumented immigrants. Could you explain your position?","Vice President Biden, I believe you said that your– Health care plan would not cover undocumented immigrants. Could you explain your position?"
569,165,6/27/2019,Democrat,"Miami, Florida",BIDEN,Candidate,7,Candidates weigh in on healthcare,BIDEN: I’m sorry. I beg your pardon. I didn’t hear.,I’m sorry. I beg your pardon. I didn’t hear.
570,166,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7,Candidates weigh in on healthcare,GUTHRIE: I believe at the show of hands you did not raise her hand. Did you raise your hand?,I believe at the show of hands you did not raise her hand. Did you raise your hand?
571,167,6/27/2019,Democrat,"Miami, Florida",BIDEN,Candidate,7,Candidates weigh in on healthcare,"BIDEN: Oh, no, I did. I–but","Oh, no, I did. I–but"
572,168,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7,Candidates weigh in on healthcare,"GUTHRIE: –Okay. Sorry. Sorry. I–so, you said that they would be covered under your plan–","–Okay. Sorry. Sorry. I–so, you said that they would be covered under your plan–"
573,169,6/27/2019,Democrat,"Miami, Florida",BIDEN,Candidate,7,Candidates weigh in on healthcare,BIDEN: –Yes–,–Yes–
574,170,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7,Candidates weigh in on healthcare,GUTHRIE: –Which is different than Obama Care.,–Which is different than Obama Care.
575,171,6/27/2019,Democrat,"Miami, Florida",BIDEN,Candidate,7,Candidates weigh in on healthcare,BIDEN: Yes. But here–here’s the thing.,Yes. But here–here’s the thing.
576,172,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7,Candidates weigh in on healthcare,GUTHRIE: Can you explain that change?,Can you explain that change?
577,173,6/27/2019,Democrat,"Miami, Florida",BIDEN,Candidate,7,Candidates weigh in on healthcare,"BIDEN: Yes. You cannot let–as the mayor said, you cannot let people who are sick, no matter where they come from, no matter what their status, go uncovered. You can’t do that. It’s just going to be taking care of, period. You have to. It’s the humane thing to do. But here’s the deal. The deal is that he’s right about three things. Number one, they in fact contribute to the well-being of the country, but they also–for example, they’ve increased the lifespan of Social Security because they’re–they have a job. They’re paying the Social Security tax. That’s what they’re doing. It’s increase the lifespan. They would do the same thing in terms of reducing the overall cost of healthcare by them being able to be treated and not wait until there in extremis. The other thing is, folks, look, we can deal with these insurance companies. We can deal with insurance companies by, number one, putting insurance executives in jail for their misleading–their misleading advertising, what they’re doing on opioids– –What they’re doing paying doctors to prescribe. We should–we could be doing this by making sure everyone who is on Medicare–that the government should be able to negotiate the price for what–whatever the drug costs are. We can do this by making sure that we’re in a position that we in fact allow people–you mean time’s up?","Yes. You cannot let–as the mayor said, you cannot let people who are sick, no matter where they come from, no matter what their status, go uncovered. You can’t do that. It’s just going to be taking care of, period. You have to. It’s the humane thing to do. But here’s the deal. The deal is that he’s right about three things. Number one, they in fact contribute to the well-being of the country, but they also–for example, they’ve increased the lifespan of Social Security because they’re–they have a job. They’re paying the Social Security tax. That’s what they’re doing. It’s increase the lifespan. They would do the same thing in terms of reducing the overall cost of healthcare by them being able to be treated and not wait until there in extremis. The other thing is, folks, look, we can deal with these insurance companies. We can deal with insurance companies by, number one, putting insurance executives in jail for their misleading–their misleading advertising, what they’re doing on opioids– –What they’re doing paying doctors to prescribe. We should–we could be doing this by making sure everyone who is on Medicare–that the government should be able to negotiate the price for what–whatever the drug costs are. We can do this by making sure that we’re in a position that we in fact allow people–you mean time’s up?"
578,174,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,7,Candidates weigh in on healthcare,WILLIAMSON: I just want to address–,I just want to address–
579,175,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7,Candidates weigh in on healthcare,"GUTHRIE: –Your time’s up. Vice President Biden, thank you.","–Your time’s up. Vice President Biden, thank you."
580,176,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7,Candidates weigh in on healthcare,"HOLT: Actually, you can hold off a minute. We need to take a short break here. We got a lot more we need to talk to all of you about, so stick with us. We’re just getting started. We’ll be back with more from Miami right after this.","Actually, you can hold off a minute. We need to take a short break here. We got a lot more we need to talk to all of you about, so stick with us. We’re just getting started. We’ll be back with more from Miami right after this."
581,177,6/27/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,8,Candidates on how they would address undocumented immigrants,"DIAZ BALART: Thank you very much. Senator Harris, last month more than 130,000 migrants were apprehended at the southern border. Many of them are being detained including small children in private detention centers in Florida and throughout our countries. Most of the candidates on this stage say the conditions in these facilities are abhorrent. On January 20th, 2021, if you are president, what specifically would you do with the thousands of people–","BALART: Thank you very much. Senator Harris, last month more than 130,000 migrants were apprehended at the southern border. Many of them are being detained including small children in private detention centers in Florida and throughout our countries. Most of the candidates on this stage say the conditions in these facilities are abhorrent. On January 20th, 2021, if you are president, what specifically would you do with the thousands of people–"
582,178,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,8,Candidates on how they would address undocumented immigrants,HARRIS: –Yeah–,–Yeah–
583,179,6/27/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,8,Candidates on how they would address undocumented immigrants,DIAZ BALART: –who try to reach the United States every day and want a better life through asylum?,BALART: –who try to reach the United States every day and want a better life through asylum?
584,180,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,8,Candidates on how they would address undocumented immigrants,"HARRIS: Immediately on January 20th of 2021 I will first of all we cannot forget our DACA recipients so I’m going to start there. I will immediately by executive action reinstate DACA status and DACA protection to those young people. I will further extend protection for deferral of deportation for their parents and for veterans who we have so many who are undocumented and who have served our country and fought for our democracy. I will also immediately put in place immediate process for reviewing the cases for asylum. I will release children from cages. I will get rid of the private detention centers. And I will ensure that the–this microphone that the President of the United States holds in her hand is use din a way that is about reflecting the values of our country and not about locking children up, separating them from their parents. And I have to just say that we have to think about this issue in terms of real people. A mother who pays a coyote to transport her child through their country of origin, through the entire country of Mexico facing unknown peril to come here why would that mother do that? I will tell you. Because she has decided for that child to remain where they are is worse. But what does Donald Trump do? He says go back to where you came from. That is not reflective of our America and our values and it has got to end.","Immediately on January 20th of 2021 I will first of all we cannot forget our DACA recipients so I’m going to start there. I will immediately by executive action reinstate DACA status and DACA protection to those young people. I will further extend protection for deferral of deportation for their parents and for veterans who we have so many who are undocumented and who have served our country and fought for our democracy. I will also immediately put in place immediate process for reviewing the cases for asylum. I will release children from cages. I will get rid of the private detention centers. And I will ensure that the–this microphone that the President of the United States holds in her hand is use din a way that is about reflecting the values of our country and not about locking children up, separating them from their parents. And I have to just say that we have to think about this issue in terms of real people. A mother who pays a coyote to transport her child through their country of origin, through the entire country of Mexico facing unknown peril to come here why would that mother do that? I will tell you. Because she has decided for that child to remain where they are is worse. But what does Donald Trump do? He says go back to where you came from. That is not reflective of our America and our values and it has got to end."
585,181,6/27/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,8,Candidates on how they would address undocumented immigrants,DIAZ BALART: Hickenlooper day one if you are–day one at the White House how do you respond?,BALART: Hickenlooper day one if you are–day one at the White House how do you respond?
586,182,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,8,Candidates on how they would address undocumented immigrants,WILLIAMSON: With these–with these children?,With these–with these children?
587,183,6/27/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,8,Candidates on how they would address undocumented immigrants,DIAZ BALART: Let me get to you in–in–in just a second.,BALART: Let me get to you in–in–in just a second.
588,184,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,8,Candidates on how they would address undocumented immigrants,WILLIAMSON: I’m sorry.,I’m sorry.
589,185,6/27/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,8,Candidates on how they would address undocumented immigrants,"DIAZ BALART: Governor, day one, thousands of men, women and children cross the border asking for asylum for a better life. What do you do? One, day one, hour one?","BALART: Governor, day one, thousands of men, women and children cross the border asking for asylum for a better life. What do you do? One, day one, hour one?"
590,186,6/27/2019,Democrat,"Miami, Florida",HICKENLOOPER,Candidate,8,Candidates on how they would address undocumented immigrants,"HICKENLOOPER: Certainly the images we’ve seen this week just compound the emotional impact that the world is judging us by. If you had ever told me any time in my life that this country would sanction federal agents to take children from the arms of their parents, put them in cages, actually put them up for adoption–in Colorado we call that kidnapping. I–I would have called you– I would have told you it was unbelievable. And the first thing we have to do is recognize the humanitarian crisis on the border for what it is and make sure there are the sufficient facil-facilities in place so that women and children are not separated from their families. The children are with their families. We have to make sure that–that ICE is completely reformed. And they begin looking at their job in a humanitarian way where they are addressing the whole needs of the people that they are engaged with along the border. And we have to make sure, ultimately, that we provide not just shelter, but food, clothing and access to medical care.","Certainly the images we’ve seen this week just compound the emotional impact that the world is judging us by. If you had ever told me any time in my life that this country would sanction federal agents to take children from the arms of their parents, put them in cages, actually put them up for adoption–in Colorado we call that kidnapping. I–I would have called you– I would have told you it was unbelievable. And the first thing we have to do is recognize the humanitarian crisis on the border for what it is and make sure there are the sufficient facil-facilities in place so that women and children are not separated from their families. The children are with their families. We have to make sure that–that ICE is completely reformed. And they begin looking at their job in a humanitarian way where they are addressing the whole needs of the people that they are engaged with along the border. And we have to make sure, ultimately, that we provide not just shelter, but food, clothing and access to medical care."
591,187,6/27/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,8,Candidates on how they would address undocumented immigrants,DIAZ BALART: Ms. Williamson.,BALART: Ms. Williamson.
592,188,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,8,Candidates on how they would address undocumented immigrants,"WILLIAMSON: Yes, what Donald Trump has done to these children and it’s not just in Colorado, Governor, you’re right–it is kidnapping. And it’s extremely important for us to realize that. If you forcibly take a child from their parents arms you are kidnapping them. And if you take a lot of children and you put them in a detainment center thus inflicting chronic trauma upon them that’s called child abuse. This is collective child abuse.","Yes, what Donald Trump has done to these children and it’s not just in Colorado, Governor, you’re right–it is kidnapping. And it’s extremely important for us to realize that. If you forcibly take a child from their parents arms you are kidnapping them. And if you take a lot of children and you put them in a detainment center thus inflicting chronic trauma upon them that’s called child abuse. This is collective child abuse."
